"id";"date";"amount";"purpose";"counterparty_id";"article_id"
"t1786";"2026-05-20";"28890";"Зачисление эквайринга/СБП за 20.05.2026 (терминал №1)";"c3";"a3"
"t1787";"2026-05-20";"-5600";"Продвижение в соцсетях/таргетированная реклама, 05.2026";"c14";"a14"
"t1788";"2026-05-21";"4140";"Приход в кассу: выручка от реализации за 21.05.2026 (наличный расчёт)";"c2";"a2"
"t1789";"2026-05-21";"31990";"Зачисление эквайринга/СБП за 21.05.2026 (терминал №1)";"c3";"a3"
"t1790";"2026-05-21";"-9900";"Оплата поставки выпечки по накладной №2253 от 21.05.2026";"c4";"a4"
"t1791";"2026-05-22";"5010";"Приход в кассу: выручка от реализации за 22.05.2026 (наличный расчёт)";"c2";"a2"
"t1792";"2026-05-22";"38880";"Зачисление эквайринга/СБП за 22.05.2026 (терминал №1)";"c3";"a3"
"t1793";"2026-05-22";"-12400";"Оплата молочной продукции по счёту №645 от 22.05.2026";"c6";"a6"
"t1794";"2026-05-23";"5540";"Приход в кассу: выручка от реализации за 23.05.2026 (наличный расчёт)";"c2";"a2"
"t1795";"2026-05-23";"43060";"Зачисление эквайринга/СБП за 23.05.2026 (терминал №1)";"c3";"a3"
"t1796";"2026-05-23";"-9000";"Оплата поставки выпечки по накладной №2254 от 23.05.2026";"c4";"a4"
"t1797";"2026-05-24";"4370";"Приход в кассу: выручка от реализации за 24.05.2026 (наличный расчёт)";"c2";"a2"
"t1798";"2026-05-24";"34070";"Зачисление эквайринга/СБП за 24.05.2026 (терминал №1)";"c3";"a3"
"t1799";"2026-05-25";"3610";"Приход в кассу: выручка от реализации за 25.05.2026 (наличный расчёт)";"c2";"a2"
"t1800";"2026-05-25";"28200";"Зачисление эквайринга/СБП за 25.05.2026 (терминал №1)";"c3";"a3"
"t1801";"2026-05-25";"-18200";"Аванс за May 2026";"c15";"a15"
"t1802";"2026-05-25";"-18200";"Аванс за May 2026";"c16";"a15"
"t1803";"2026-05-25";"-18200";"Аванс за May 2026";"c17";"a15"
"t1804";"2026-05-25";"-18200";"Аванс за May 2026";"c18";"a15"
"t1805";"2026-05-25";"-9100";"Оплата поставки выпечки по накладной №2255 от 25.05.2026";"c4";"a4"
"t1806";"2026-05-26";"3820";"Приход в кассу: выручка от реализации за 26.05.2026 (наличный расчёт)";"c2";"a2"
"t1807";"2026-05-26";"29980";"Зачисление эквайринга/СБП за 26.05.2026 (терминал №1)";"c3";"a3"
"t1808";"2026-05-26";"-22000";"Оплата поставки кофе в зёрнах по счёту №1073 от 24.05.2026";"c10";"a10"
"t1809";"2026-05-26";"-11400";"Оплата молочной продукции по счёту №646 от 26.05.2026";"c6";"a6"
"t1810";"2026-05-27";"4010";"Приход в кассу: выручка от реализации за 27.05.2026 (наличный расчёт)";"c2";"a2"
"t1811";"2026-05-27";"31530";"Зачисление эквайринга/СБП за 27.05.2026 (терминал №1)";"c3";"a3"
"t1812";"2026-05-27";"-10800";"Оплата поставки выпечки по накладной №2256 от 27.05.2026";"c4";"a4"
"t1813";"2026-05-27";"-36000";"Выплата (изъятие) прибыли собственнику на личные нужды";"c1";"a20"
"t1814";"2026-05-28";"4080";"Приход в кассу: выручка от реализации за 28.05.2026 (наличный расчёт)";"c2";"a2"
"t1815";"2026-05-28";"32120";"Зачисление эквайринга/СБП за 28.05.2026 (терминал №1)";"c3";"a3"
"t1816";"2026-05-28";"-78500";"Уплата ЕНП: страховые взносы и НДФЛ за April 2026";"c19";"a16"
"t1817";"2026-05-29";"4330";"Приход в кассу: выручка от реализации за 29.05.2026 (наличный расчёт)";"c2";"a2"
"t1818";"2026-05-29";"34170";"Зачисление эквайринга/СБП за 29.05.2026 (терминал №1)";"c3";"a3"
"t1819";"2026-05-29";"-11500";"Оплата молочной продукции по счёту №647 от 29.05.2026";"c6";"a6"
"t1820";"2026-05-29";"-10700";"Оплата поставки выпечки по накладной №2257 от 29.05.2026";"c4";"a4"
"t1821";"2026-05-29";"-13900";"Оплата расходных материалов (стаканы, крышки, трубочки) по счёту №337";"c11";"a11"
"t1822";"2026-05-30";"5340";"Приход в кассу: выручка от реализации за 30.05.2026 (наличный расчёт)";"c2";"a2"
"t1823";"2026-05-30";"42290";"Зачисление эквайринга/СБП за 30.05.2026 (терминал №1)";"c3";"a3"
"t1824";"2026-05-31";"4710";"Приход в кассу: выручка от реализации за 31.05.2026 (наличный расчёт)";"c2";"a2"
"t1825";"2026-05-31";"37390";"Зачисление эквайринга/СБП за 31.05.2026 (терминал №1)";"c3";"a3"
"t1826";"2026-05-31";"-10100";"Оплата поставки выпечки по накладной №2258 от 31.05.2026";"c4";"a4"
"t1827";"2026-06-01";"3290";"Приход в кассу: выручка от реализации за 01.06.2026 (наличный расчёт)";"c2";"a2"
"t1828";"2026-06-01";"26210";"Зачисление эквайринга/СБП за 01.06.2026 (терминал №1)";"c3";"a3"
"t1829";"2026-06-02";"4220";"Приход в кассу: выручка от реализации за 02.06.2026 (наличный расчёт)";"c2";"a2"
"t1830";"2026-06-02";"33720";"Зачисление эквайринга/СБП за 02.06.2026 (терминал №1)";"c3";"a3"
"t1831";"2026-06-02";"-19200";"Оплата поставки кофе в зёрнах по счёту №1074 от 31.05.2026";"c10";"a10"
"t1832";"2026-06-02";"-12700";"Оплата молочной продукции по счёту №648 от 02.06.2026";"c6";"a6"
"t1833";"2026-06-02";"-9000";"Оплата поставки выпечки по накладной №2259 от 02.06.2026";"c4";"a4"
"t1834";"2026-06-03";"4290";"Приход в кассу: выручка от реализации за 03.06.2026 (наличный расчёт)";"c2";"a2"
"t1835";"2026-06-03";"34320";"Зачисление эквайринга/СБП за 03.06.2026 (терминал №1)";"c3";"a3"
"t1836";"2026-06-03";"-3900";"Оплата подписки на кассовое ПО/CRM, 06.2026";"c7";"a7"
"t1837";"2026-06-04";"3560";"Приход в кассу: выручка от реализации за 04.06.2026 (наличный расчёт)";"c2";"a2"
"t1838";"2026-06-04";"28560";"Зачисление эквайринга/СБП за 04.06.2026 (терминал №1)";"c3";"a3"
"t1839";"2026-06-04";"-10800";"Оплата поставки выпечки по накладной №2260 от 04.06.2026";"c4";"a4"
"t1840";"2026-06-04";"-1990";"Абонентская плата за расчётно-кассовое обслуживание, 06.2026";"c8";"a8"
"t1841";"2026-06-05";"3770";"Приход в кассу: выручка от реализации за 05.06.2026 (наличный расчёт)";"c2";"a2"
"t1842";"2026-06-05";"30320";"Зачисление эквайринга/СБП за 05.06.2026 (терминал №1)";"c3";"a3"
"t1843";"2026-06-05";"-118800";"Оплата по договору аренды №14 от 01.02.2024 за 06.2026";"c9";"a9"
"t1844";"2026-06-05";"-13000";"Оплата молочной продукции по счёту №649 от 05.06.2026";"c6";"a6"
"t1845";"2026-06-06";"4810";"Приход в кассу: выручка от реализации за 06.06.2026 (наличный расчёт)";"c2";"a2"
"t1846";"2026-06-06";"38830";"Зачисление эквайринга/СБП за 06.06.2026 (терминал №1)";"c3";"a3"
"t1847";"2026-06-06";"-9600";"Оплата поставки выпечки по накладной №2261 от 06.06.2026";"c4";"a4"
"t1848";"2026-06-07";"4020";"Приход в кассу: выручка от реализации за 07.06.2026 (наличный расчёт)";"c2";"a2"
"t1849";"2026-06-07";"32560";"Зачисление эквайринга/СБП за 07.06.2026 (терминал №1)";"c3";"a3"
"t1850";"2026-06-08";"3570";"Приход в кассу: выручка от реализации за 08.06.2026 (наличный расчёт)";"c2";"a2"
"t1851";"2026-06-08";"28980";"Зачисление эквайринга/СБП за 08.06.2026 (терминал №1)";"c3";"a3"
"t1852";"2026-06-08";"-10900";"Оплата поставки выпечки по накладной №2262 от 08.06.2026";"c4";"a4"
"t1853";"2026-06-09";"3860";"Приход в кассу: выручка от реализации за 09.06.2026 (наличный расчёт)";"c2";"a2"
"t1854";"2026-06-09";"31440";"Зачисление эквайринга/СБП за 09.06.2026 (терминал №1)";"c3";"a3"
"t1855";"2026-06-09";"-19600";"Оплата поставки кофе в зёрнах по счёту №1075 от 07.06.2026";"c10";"a10"
"t1856";"2026-06-09";"-11200";"Оплата молочной продукции по счёту №650 от 09.06.2026";"c6";"a6"
"t1857";"2026-06-10";"3520";"Приход в кассу: выручка от реализации за 10.06.2026 (наличный расчёт)";"c2";"a2"
"t1858";"2026-06-10";"28710";"Зачисление эквайринга/СБП за 10.06.2026 (терминал №1)";"c3";"a3"
"t1859";"2026-06-10";"-27200";"Заработная плата за May 2026 (окончательный расчёт)";"c15";"a15"
"t1860";"2026-06-10";"-27200";"Заработная плата за May 2026 (окончательный расчёт)";"c16";"a15"
"t1861";"2026-06-10";"-27200";"Заработная плата за May 2026 (окончательный расчёт)";"c17";"a15"
"t1862";"2026-06-10";"-27200";"Заработная плата за May 2026 (окончательный расчёт)";"c18";"a15"
"t1863";"2026-06-10";"-10200";"Оплата поставки выпечки по накладной №2263 от 10.06.2026";"c4";"a4"
"t1864";"2026-06-11";"3710";"Приход в кассу: выручка от реализации за 11.06.2026 (наличный расчёт)";"c2";"a2"
"t1865";"2026-06-11";"30400";"Зачисление эквайринга/СБП за 11.06.2026 (терминал №1)";"c3";"a3"
"t1866";"2026-06-12";"5190";"Приход в кассу: выручка от реализации за 12.06.2026 (наличный расчёт)";"c2";"a2"
"t1867";"2026-06-12";"42640";"Зачисление эквайринга/СБП за 12.06.2026 (терминал №1)";"c3";"a3"
